CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente;Código Nuevo
12-320;112320;Centro de Salud Familiar Juan Pablo II;13;Metropolitana de Santiago;13113;La Reina;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112320
12-321;112321;Centro de Salud Familiar Cardenal Silva Henríquez;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112321
12-322;112322;Centro de Salud Familiar Padre Gerardo Whelan;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112322
12-323;112323;Centro Odontológico Macul;13;Metropolitana de Santiago;13118;Macul;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112323
12-901;200080;Centro Odontológico La Reina;13;Metropolitana de Santiago;13113;La Reina;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200080
12-905;200188;Centro de Especialidades Odontológicas Leng;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200188
12-606;112606;COSAM La Reina;13;Metropolitana de Santiago;13113;La Reina;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112606
12-607;112607;COSAM Macul;13;Metropolitana de Santiago;13118;Macul;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112607
12-608;112608;COSAM Ñuñoa;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112608
12-609;112609;COSAM Las Condes;13;Metropolitana de Santiago;13114;Las Condes;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112609
12-610;112610;COSAM Peñalolén;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112610
12-611;112611;COSAM Provisam;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112611
12-612;112612;COSAM Lo Barnechea;13;Metropolitana de Santiago;13115;Lo Barnechea;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112612
12-613;112613;COSAM Vitacura;13;Metropolitana de Santiago;13132;Vitacura;12;M. Oriente;0;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112613
12-010;112010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Oriente);13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;112010
12-100;112100;Hospital Del Salvador de Santiago;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;112100
12-101;112101;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;112101
12-102;112102;Hospital de Niños Dr. Luis Calvo Mackenna;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;112102
12-103;112103;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;Autogestionado;SI;Atención de Especialidad;SI;SI;112103
12-104;112104;Instituto de Neurocirugía Dr. Alfonso Asenjo;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;Atención de Especialidad;SI;SI;112104
12-105;112105;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;112105
12-106;112106;Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;112106
12-107;112107;Hospital Hanga Roa (Isla De Pascua);5;De Valparaíso;05201;Isla de Pascua;12;M. Oriente;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;112107
12-407;112407;Posta de Salud Rural de Farellones;13;Metropolitana de Santiago;13115;Lo Barnechea;12;M. Oriente;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;112407
12-011;112011;PRAIS (S.S Metropolitano Oriente);13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;112011
12-806;112806;SAPU Aníbal Ariztía;13;Metropolitana de Santiago;13114;Las Condes;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112806
12-807;112807;SAPU Lo Barnechea;13;Metropolitana de Santiago;13115;Lo Barnechea;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;112807
12-810;112810;SAPU Rosita Renard;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112810
12-813;112813;SAPU Santa Julia;13;Metropolitana de Santiago;13118;Macul;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112813
12-814;112814;SAPU La Faena;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112814
12-815;112815;SAPU San Luis;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;112815
12-816;112816;SAPU Carol Urzúa Ibáñez;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112816
12-818;112818;SAPU Lo Hermida;13;Metropolitana de Santiago;13122;Peñalolén;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112818
12-820;112820;SAPU Centro de Urgencia Ñuñoa;13;Metropolitana de Santiago;13120;Ñuñoa;12;M. Oriente;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;112820
12-095;112095;Vacunatorio Internacional SEREMI de Salud Metropolitana;13;Metropolitana de Santiago;13123;Providencia;12;M. Oriente;Vacunatorio;Primario;Primario;Autoridad Sanitaria;No Autogestionado;NO;No Especialidad;SI;SI;112095
11-303;111303;Centro de Salud Familiar Lo Valledor Norte;13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;13;M. Sur;Consultorio General Urbano;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;111303
13-701;113701;Centro Comunitario de Salud Familiar Yalta;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113701
13-702;113702;Centro Comunitario de Salud Familiar Sierra Bella;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113702
13-703;113703;Centro Comunitario de Salud Familiar Cooperación;13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113703
13-713;113713;Centro Comunitario de Salud Familiar Ribera del Maipo;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113713
13-716;113716;Centro Comunitario de Salud Familiar Rapa Nui;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113716
13-717;113717;Centro Comunitario de Salud Familiar Santa Laura;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113717
13-722;113722;Centro Comunitario de Salud Familiar Juan Aravena;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113722
13-728;113728;Centro Comunitario de Salud Familiar Lo Herrera;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113728
13-753;113753;Centro Comunitario de Salud Familiar Reverendo Javier Peró;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113753
13-790;113790;Centro Comunitario de Salud Familiar Dr. Héctor García;13;Metropolitana de Santiago;13402;Buin;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113790
13-906;200210;Centro Comunitario de Salud Familiar Coñimo;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200210
13-907;200337;Centro Comunitario de Salud Familiar Martín Henríquez;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200337
13-908;200361;Centro Comunitario de Salud Familiar Atacama;13;Metropolitana de Santiago;13130;San Miguel;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200361
13-912;200377;Centro Comunitario de Salud Familiar Las Hortensias;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200377
13-904;200360;Centro Comunitario de Salud Familiar Eduardo Frei Montalva;13;Metropolitana de Santiago;13109;La Cisterna;13;M. Sur;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200360
13-395;113395;Centro de Imagenología Mamaria Metropolitano;13;Metropolitana de Santiago;13130;San Miguel;13;M. Sur;Consultorio de Diagnóstico y Tratamiento;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;113395
13-181;113181;Centro de Referencia de Salud El Pino;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Centro de Referencia de Salud;Secundario;Secundario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;113181
13-319;113319;Centro de Salud Familiar Dr. Raúl Moya;13;Metropolitana de Santiago;13404;Paine;13;M. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113319
13-321;113321;Centro de Salud Familiar Calera de Tango;13;Metropolitana de Santiago;13403;Calera de Tango;13;M. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;113321
13-333;113333;Centro de Salud Familiar Alto Jahuel;13;Metropolitana de Santiago;13402;Buin;13;M. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113333
13-300;113300;Centro de Salud Familiar Barros Luco;13;Metropolitana de Santiago;13130;San Miguel;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113300
13-301;113301;Centro de Salud Familiar San Joaquín;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113301
13-302;113302;Centro de Salud Familiar Recreo;13;Metropolitana de Santiago;13130;San Miguel;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113302
13-303;113303;Centro de Salud Familiar Amador Neghme;13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113303
13-304;113304;Centro de Salud Familiar Villa Sur;13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113304
13-305;113305;Centro de Salud Familiar Arturo Baeza Goñi;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113305
13-306;113306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113306
13-307;113307;Centro de Salud Familiar Padre Esteban Gumucio Vives;13;Metropolitana de Santiago;13111;La Granja;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113307
13-308;113308;Centro de Salud Familiar Clara Estrella;13;Metropolitana de Santiago;13116;Lo Espejo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113308
13-309;113309;Centro de Salud Familiar Julio Acuña Pinzón;13;Metropolitana de Santiago;13116;Lo Espejo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113309
13-310;113310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;13;Metropolitana de Santiago;13116;Lo Espejo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113310
13-311;113311;Centro de Salud Familiar Santa Anselma;13;Metropolitana de Santiago;13109;La Cisterna;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113311
13-312;113312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113312
13-313;113313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113313
13-314;113314;Centro de Salud Familiar Cóndores de Chile;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113314
13-315;113315;Centro de Salud Familiar Confraternidad;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113315
13-316;113316;Centro de Salud Familiar Carol Urzúa;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113316
13-317;113317;Centro de Salud Familiar Santa Laura;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113317
13-318;113318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);13;Metropolitana de Santiago;13404;Paine;13;M. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113318
13-320;113320;Centro de Salud Familiar Maipo;13;Metropolitana de Santiago;13402;Buin;13;M. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113320
13-322;113322;Centro de Salud Familiar Santa Teresa de Los Andes;13;Metropolitana de Santiago;13129;San Joaquín;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113322
13-323;113323;Centro de Salud Familiar Dr. Mario Salcedo;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113323
13-324;113324;Centro de Salud Familiar Dra. Haydeé López Casoou;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113324
13-326;113326;Centro de Salud Familiar Eduardo Frei Montalva;13;Metropolitana de Santiago;13109;La Cisterna;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113326
13-328;113328;Centro de Salud Familiar Padre Joan Alsina;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113328
13-329;113329;Centro de Salud Familiar Canciller Orlando Letelier;13;Metropolitana de Santiago;13105;El Bosque;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113329
13-330;113330;Centro de Salud Familiar Raúl Brañes F.;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113330
13-331;113331;Centro de Salud Familiar Edgardo Enríquez Fröedden;13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113331
13-332;113332;Centro de Salud Familiar Juan Pablo II;13;Metropolitana de Santiago;13401;San Bernardo;13;M. Sur;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113332
13-334;113334;Centro de Salud Familiar Los Bajos de San Agustín;13;Metropolitana de Santiago;13403;Calera de Tango;13;M. Sur;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;113334
