CODIGO;Base REM;Tipo de Prestación;Código SIGTE;NOMBRE;Especialidad;Complejidad Nueva;Temporabilidad;Vigencia Entrada;Vigencia Salida
1302043;SI;4;13-02-043;Conducto y/o seno lagrimal, obstrucción del, trat. quir. por vía nasal;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302044;SI;4;13-02-044;Etmoidectomía endo o exonasal;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302045;SI;4;13-02-045;Tratamiento quirúrgico de las fistulas buco-sinusales o buco-nasales  y/o retiro cuerpos extraños del seno maxilar;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302046;SI;4;13-02-046;Fract. nasal reciente, cerrada o expuesta, reducción c/s inmovilización ;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302047;SI;4;13-02-047;Nervio vidiano, sección del (por cualquier vía);Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302048;SI;4;13-02-048;Perforación del tabique, trat. quir.;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302049;SI;4;13-02-049;Tratamiento quirúrgico pólipo nasal;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302050;SI;4;13-02-050;Rinitis atrófica, trat. por inclusión submucosa, con cualquier material, uni o bilateral;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302051;SI;4;13-02-051;Rinofima, trat. quir.;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302052;SI;4;13-02-052;Rinoplastía y/o septoplastía, cualquier técnica;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302053;SI;4;13-02-053;Seno esfenoidal, abertura por cualquier vía ;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302054;SI;4;13-02-054;Tratamiento quirúrgico de seno frontal, cualquier vía;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302055;SI;4;13-02-055;Antrostomía seno maxilar, cualquier vía;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302056;SI;4;13-02-056;Sinequia nasal, trat. quir.;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302057;SI;4;13-02-057;Tumor nasal, extirp. por rinotomía lateral;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302058;SI;4;13-02-058;Vaciamiento etmoidal por vía nasal c/s polipectomía;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302059;SI;4;13-02-059;Aritenoidectomía vía endoscópica;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302060;SI;4;13-02-060;Aritenoidectomía vía externa;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302061;SI;4;13-02-061;Decorticación de cuerdas vocales c/microscopio;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302062;SI;4;13-02-062;Tumor benigno de cuerdas vocales, trat. quirúrgico por vía abierta ;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302063;SI;4;13-02-063;Tumor benigno de cuerdas vocales, trat. quirúrgico por vía endoscópica;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302064;SI;4;13-02-064;Cordectomía, resección de sinequia y otras malformaciones, trat. quirúrgico por vía externa ;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302065;SI;4;13-02-065;Estenosis laringotraqueales y/o faríngeas, trat. quir. por vía abierta (incluye reconstrucción laringotraqueal) ;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302066;SI;4;13-02-066;Laringectomía parcial o subtotal (cualquier técnica);Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302067;SI;4;13-02-067;Laringectomía total más faringectomía parcial;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302068;SI;4;13-02-068;Laringectomía total más faringectomía total y/o esofagectomía cervical;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302069;SI;4;13-02-069;Laringocele, trat. quir.;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302070;SI;4;13-02-070;Papilomas laríngeos, trat. quir. (por sesión);Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1302071;SI;4;13-02-071;Parálisis de cuerdas vocales, trat. quir. cualquier técnica;Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302072;SI;4;13-02-072;Traqueostomía (proc. aut.);Otorrinolaringología;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1302073;SI;4;13-02-073;Estenosis laringotraqueales y faríngeas, trat. quir. por vía endoscópica (incluye laser) ;Otorrinolaringología;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402001;SI;4;14-02-001;Tiroidectomía bilateral total;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402002;SI;4;14-02-002;Tiroidectomía bilateral subtotal;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402003;SI;4;14-02-003;Bocio intratorácico, trat. quir. por esternotomía;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402004;SI;4;14-02-004;Extirpación de Tiroides lingual;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402005;SI;4;14-02-005;Lobectomía con o sin istmectomía o resección parcial;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402006;SI;4;14-02-006;Tiroidectomía total ampliada (incluye extirpación de estructuras anatómicas vecinas);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402007;SI;4;14-02-007;Autotransplante de paratiroides (operación asociada a algunas de las prestaciones de tiroides y paratiroides);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402008;SI;4;14-02-008;Paratiroidectomía o exploración paratiroides con exploración de mediastino, abordaje transtorácico.;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402009;SI;4;14-02-009;Paratiroidectomía o exploración de paratiroides (abordaje cervical, clásico o mínimamente invasivo);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402010;SI;4;14-02-010;Reexploración cervical paratiroides por persistencia o recidiva hiperparatiroidismo;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402011;SI;4;14-02-011;Parotidectomía suprafacial con disección y preservación del nervio facial;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402012;SI;4;14-02-012;Parotidectomía total, con disección y preservación del nervio facial.;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402013;SI;4;14-02-013;Parotidectomía total ampliada (incluye músculos, ganglios, articulaciones y rama vertical de la mandíbula);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402014;SI;4;14-02-014;Totalización de parotidectomía previa o parotidectomía del lóbulo profundo;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402015;SI;4;14-02-015;Extirpación submandibular ampliada (incluye piso de boca, arco mandibular, músculos y articulaciones)  ;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402016;SI;4;14-02-016;Extirpación de glándula salival submandibular;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402017;SI;4;14-02-017;Extirpación glándula salival sublingual;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402018;SI;4;14-02-018;Extirpación sublingual ampliada (incluye piso de boca, arco mandibular, músculos, ganglios y articulaciones)   ;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402019;SI;4;14-02-019;Absceso parotídeo, sub-maxilar y/o cervical profundo, trat. quir.;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402020;SI;4;14-02-020;Conductos salivales de excreción, reimplantación oro-faríngea;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402021;SI;4;14-02-021;Cierre de fístula salival: reparación del conducto de excreción;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402022;SI;4;14-02-022;Extirpación de quiste o mucocele de glándula salival menor de labios;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402023;SI;4;14-02-023;Tratamiento quirúrgico Torticolis Congénita;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402024;SI;4;14-02-024;Quistes y/o fístulas del conducto tirogloso, y/o branquial, y/o higroma, y/o fístula preauricular complicada, y/u otros quistes y/o tumores benignos, trat. quir.;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402025;SI;4;14-02-025;Tumores del cuerpo carotídeo, trat. quir. (incl. proc. vascular);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402026;SI;4;14-02-026;Biopsia quir., mucosa oronasofaríngea (proc. aut.);Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402027;SI;4;14-02-027;Biopsia quir., piel  y mucosa cara (proc. aut.);Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402028;SI;4;14-02-028;"Resección cutánea ampliada (incluye musculatura, ganglios y huesos subyacentes; desplazamiento de colgajos)";Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402029;SI;4;14-02-029;Resección cutánea simple (sutura primaria);Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402030;SI;4;14-02-030;Tumor maligno de labio superior o inferior, resección total del labio y cirugía reparadora;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402031;SI;4;14-02-031;Tumor maligno de labio superior o inferior, resección parcial del labio y cirugía reparadora;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402032;SI;4;14-02-032;Resección parcial y cirugía reparadora nariz;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402033;SI;4;14-02-033;Resección total y cirugía reparadora nariz;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402034;SI;4;14-02-034;Extirpación ampliada de nariz incluyendo parte esqueleto facial (naso-etmoidiana);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402035;SI;4;14-02-035;Exanteración orbitaria ampliada (incluye etmoides, hueso frontal, base de cráneo anterior y región máxilo-malar);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402036;SI;4;14-02-036;Extirpación total ampliada del hueso temporal;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402037;SI;4;14-02-037;Maxilectomia parcial y reparación protésica;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402038;SI;4;14-02-038;"Maxilectomía parcial (incluye paladar óseo; reparación con colgajo)";Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402039;SI;4;14-02-039;Maxilectomía radical ampliada (incluye exanteración orbitaria y de fosa craneal anterior o media);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402040;SI;4;14-02-040;Maxilectomía radical clásica (incluye exanteración orbitaria y reparación con colgajo);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402041;SI;4;14-02-041;Maxilectomía radical clásica (incluye exanteración orbitaria y reparación protésica);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402042;SI;4;14-02-042;Glosectomía parcial, reparación primaria;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402043;SI;4;14-02-043;Resección amplia de tumor maligno cavidad oral y orofaringea y disección ganglionar cervical;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402044;SI;4;14-02-044;Hemimandibulectomía;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402045;SI;4;14-02-045;Mandibulectomía total;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402046;SI;4;14-02-046;"Operación ""comando"" (incluye extirp. del tumor, hemimandibulectomía y disección ganglionar radical de cuello)";Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402047;SI;4;14-02-047;Resección parcial de mandíbula;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402048;SI;4;14-02-048;Extirpación de tumor intraoral amplia en tercio posterior cavidad oral (región faringea) ;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402050;SI;4;14-02-050;Faringectomía parcial;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402051;SI;4;14-02-051;Genioplastía;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402052;SI;4;14-02-052;Osteotomias segmentarias del maxilar o mandíbula;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402053;SI;4;14-02-053;Osteotomias totales del maxilar o mandibula (tipo Le Fort I o sagital de rama);Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402054;SI;4;14-02-054;Reducción cerrada de fracturas maxilofaciales;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402055;SI;4;14-02-055;Reducción abierta de fracturas maxilofaciales y estabilización con elementos de osteosíntesis;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402056;SI;4;14-02-056;Reducción abierta de fracturas maxilofaciales con osteosíntesis única;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402057;SI;4;14-02-057;Reconstrucciones complejas de la cara simultáneas con proc. neuroquirúrgico (craneotomías más abordajes y trat. facial), tiempo facial;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402058;SI;4;14-02-058;Reconstrucciones de partes duras y blandas de la cara, mediante abordajes múltiples y hemicoronal o coronal;Cirugía de Cabeza y Cuello;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1402059;SI;4;14-02-059;Remoción de arcos dentarios o ligaduras de alambre ;Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1402060;SI;4;14-02-060;Remoción simple (proc.aut.);Cirugía de Cabeza y Cuello;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502001;SI;4;15-02-001;Heridas de la cara complicadas: 1 o varias de más de 5 cms. y/o ubicadas en bordes de párpados, labios o ala nasal y/o que comprometen músculos, conductos, vasos o nervios;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502002;SI;4;15-02-002;Heridas de la cara simples: 1 o varias de hasta 5 cms. que sólo comprometen piel;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502003;SI;4;15-02-003;Implante de silicona facial (cualquier zona o zonas);Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502004;SI;4;15-02-004;Resección plástica de hasta 2 cicatrices (cualquier localización o tamaño);Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502005;SI;4;15-02-005;Resección plástica de 3 o más cicatrices (cualquier localización o tamaño) ;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502006;SI;4;15-02-006;Injertos  hasta 1% superficie corporal receptora;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502007;SI;4;15-02-007;Injertos  hasta 5% superficie corporal receptora;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502008;SI;4;15-02-008;Injertos hasta 10% superficie corporal receptora;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502009;SI;4;15-02-009;Injertos por cada 10% (o su fracción) adicional hasta 50%;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502010;SI;4;15-02-010;Injertos 51% y más de superficie corporal receptora;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502011;SI;4;15-02-011;Piel total, cualquier tamaño (incluye tratamiento zona dadora y receptora);Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502012;SI;4;15-02-012;Toma de injertos cartílago (auricular, costal o similares) c/u;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502013;SI;4;15-02-013;Toma de injertos-óseo (costal, ilíaco, tibial o similares) c/u.;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502014;SI;4;15-02-014;Plastías en Z, hasta 3;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
1502015;SI;4;15-02-015;Plastías en Z, 4 y más;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502016;SI;4;15-02-016;Colgajos complejos (Abbe, Mustarda, Converse, Juri, Bakamjian o similar);Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502017;SI;4;15-02-017;Colgajos libres con microanastomosis (incluye toma del colgajo y las suturas neurovasculares);Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502018;SI;4;15-02-018;Colgajos musculares o musculocutáneos;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502019;SI;4;15-02-019;Colgajos osteomusculocutáneos;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502020;SI;4;15-02-020;Colgajos simples dos o más;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502021;SI;4;15-02-021;Colgajo simple único;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502022;SI;4;15-02-022;Parálisis facial, trasplantes musculares;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502023;SI;4;15-02-023;Ridectomía cérvico-facial, un lado;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502024;SI;4;15-02-024;Ridectomía frontal;Plástica y Reparadora;Cirugía Mayor;Antigua;31-12-2008;31-12-2050
1502025;SI;4;15-02-025;Orejas aladas o en asa, corrección plástica;Plástica y Reparadora;Cirugía Menor;Antigua;31-12-2008;31-12-2050
